product_id,product_name,category,sub_category,unit_price,cogs
PD-1497,"Watson, Moss and Melendez evolve",Office Supplies,Art,5.2,1.08
PD-1498,Hogan and Sons reinvent,Furniture,Bookcases,27.17,7.86
PD-1499,"Moore, Moore and Cole transform",Furniture,Bookcases,10.77,3.42
PD-1500,"Taylor, Jones and Benjamin utilize",Furniture,Furnishings,13.67,5.82
PD-1501,"Richardson, Snyder and Snyder re-intermediate",Technology,Phones,14.85,7.07
PD-1502,"Shaw, Anderson and Martinez envisioneer",Technology,Accessories,20.96,6.19
PD-1503,Ortega-White strategize,Office Supplies,Fasteners,8.05,2.35
PD-1504,Maxwell LLC transition,Office Supplies,Storage,19.44,7.05
PD-1505,Smith-Chase brand,Technology,Phones,14.89,8.26
PD-1506,Fry-Beltran unleash,Furniture,Furnishings,17.76,8.98
PD-1507,Sexton PLC drive,Technology,Phones,7.17,1.44
PD-1508,Richard-Sanchez harness,Furniture,Chairs,6.22,2.22
PD-1509,Jones-Williams visualize,Technology,Phones,21.41,7.26
PD-1510,Pearson LLC optimize,Furniture,Bookcases,29.53,14.85
PD-1511,Goodwin-Clark reinvent,Office Supplies,Fasteners,19.5,10.99
PD-1512,Rivera-Greene target,Technology,Phones,17.06,8.85
PD-1513,"Bryant, Taylor and Williams architect",Furniture,Bookcases,28.99,17.32
PD-1514,Good-Terry exploit,Furniture,Chairs,18.8,10.56
PD-1515,Neal-Sullivan disintermediate,Office Supplies,Envelopes,24.6,5.38
PD-1516,Knight PLC reinvent,Technology,Accessories,5.97,2.32
PD-1517,"White, Parker and Miller strategize",Furniture,Furnishings,20.65,11.33
PD-1518,Riddle-Williams benchmark,Office Supplies,Art,14.55,5.17
PD-1519,Stewart-Gutierrez benchmark,Furniture,Furnishings,22.97,6.18
PD-1520,Gonzales Inc enable,Technology,Accessories,27.5,16.13
PD-1521,Stewart-Gill exploit,Office Supplies,Paper,22.76,5.89
PD-1522,Gonzalez and Sons re-intermediate,Office Supplies,Binders,2.96,1.25
PD-1523,Hicks Ltd scale,Office Supplies,Binders,11.8,4.34
PD-1524,Hayes LLC envisioneer,Office Supplies,Art,27.4,9.44
PD-1525,Morse LLC architect,Furniture,Bookcases,28.71,10.39
PD-1526,Ingram Group engage,Technology,Phones,27.62,12.95
PD-1527,Blair Inc unleash,Office Supplies,Binders,19.71,5.67
PD-1528,Smith Ltd empower,Furniture,Chairs,28.01,15.46
PD-1529,"Brown, Mcbride and Gross re-intermediate",Technology,Accessories,28.43,8.83
PD-1530,"Cabrera, Mccall and Henderson orchestrate",Furniture,Bookcases,10.76,3.23
PD-1531,"Bailey, Ramos and Hill deploy",Furniture,Furnishings,29.75,13.83
PD-1532,Logan LLC innovate,Technology,Phones,29.95,7.79
PD-1533,"Wilson, Garcia and Watson streamline",Furniture,Bookcases,19.38,6.06
PD-1534,"Miranda, Williams and Dillon monetize",Technology,Phones,23.41,9.35
PD-1535,Cooper and Sons enable,Office Supplies,Fasteners,28.99,10.17
PD-1536,"Smith, Allen and Kennedy grow",Office Supplies,Paper,26.75,10.33
PD-1537,Hammond-Zimmerman reinvent,Technology,Phones,4.59,2.08
PD-1538,"Singh, Kim and Collins exploit",Office Supplies,Fasteners,16.08,6.7
PD-1539,"Washington, Joyce and Woods engage",Technology,Accessories,22.15,8.89
PD-1540,"Tate, Owens and Curtis enhance",Technology,Phones,14.25,7.06
PD-1541,"Vincent, Vaughn and Weaver scale",Furniture,Chairs,8.59,2.65
PD-1542,Russell LLC transition,Furniture,Chairs,10.94,3.04
PD-1543,Benitez Ltd extend,Furniture,Furnishings,25.67,11.77
PD-1544,Hatfield-Atkinson redefine,Office Supplies,Envelopes,21.39,8.01
PD-1545,"Mckee, Sims and Moreno re-contextualize",Technology,Accessories,28.8,10.62
PD-1546,Bennett PLC scale,Office Supplies,Art,4.32,1.65
PD-1547,Alvarez PLC revolutionize,Furniture,Bookcases,14.25,3.74
PD-1548,Dalton-Bell streamline,Office Supplies,Art,7.15,2.2
PD-1549,Hudson Group aggregate,Furniture,Bookcases,23.94,7.11
PD-1550,"Henderson, Davis and Rodriguez unleash",Office Supplies,Art,11.52,6.48
PD-1551,Taylor-Coleman facilitate,Furniture,Chairs,19.31,6.65
PD-1552,Hall Inc e-enable,Technology,Accessories,21.44,11.29
PD-1553,Blackwell-Conrad revolutionize,Technology,Accessories,14.65,3.93
PD-1554,"Bryant, Acosta and Cooper e-enable",Furniture,Bookcases,13.15,6.08
PD-1555,"Edwards, Wall and Collins streamline",Furniture,Furnishings,27.44,12.31
PD-1556,Molina Inc productize,Office Supplies,Art,13.98,4.2
PD-1557,Frederick and Sons incubate,Office Supplies,Fasteners,25.06,6.78
PD-1558,"Jackson, Cox and Williams cultivate",Office Supplies,Paper,17.13,4.37
PD-1559,"Gonzalez, Davis and Coleman aggregate",Office Supplies,Storage,5.49,3.2
PD-1560,"Sellers, Harris and Ellis unleash",Furniture,Bookcases,24.35,13.8
PD-1561,"Vaughn, Thomas and Ortiz streamline",Technology,Phones,29.06,6.91
PD-1562,Galloway-Bates strategize,Furniture,Bookcases,19.7,5.12
PD-1563,"Moreno, Duarte and Acosta generate",Technology,Phones,7.23,4.28
PD-1564,Johnston Group engineer,Office Supplies,Fasteners,26.81,8.62
PD-1565,Matthews-Rivera e-enable,Office Supplies,Paper,15.74,8.66
PD-1566,Martin-Duncan cultivate,Furniture,Furnishings,26.33,14.79
PD-1567,Evans-Rogers transition,Technology,Accessories,10.11,5.49
PD-1568,Morris LLC implement,Technology,Phones,3.44,0.74
PD-1569,Lowery PLC engineer,Technology,Accessories,20.5,10.45
PD-1570,Franco-Hill scale,Technology,Phones,9.3,5.33
PD-1571,Walton-Clarke drive,Office Supplies,Envelopes,3.38,1.75
PD-1572,Joyce-Shaffer engage,Office Supplies,Art,20.37,8.5
PD-1573,Willis Ltd synthesize,Office Supplies,Fasteners,21.44,6.45
PD-1574,Harrison-Owens streamline,Technology,Phones,13.55,7.07
PD-1575,Jackson-Garcia enhance,Technology,Accessories,21.41,11.42
PD-1576,Curry-Peters streamline,Office Supplies,Envelopes,11.4,4.91
PD-1577,Scott-Hawkins streamline,Technology,Accessories,3.82,2.05
PD-1578,"Clayton, Doyle and Lam strategize",Technology,Accessories,27.42,10.39
PD-1579,"Morgan, Hartman and Walker harness",Office Supplies,Envelopes,15.91,3.48
PD-1580,Hancock and Sons reinvent,Office Supplies,Art,6.36,3.6
PD-1581,Mitchell-Lee enable,Furniture,Bookcases,25.26,9.45
PD-1582,"Simmons, Medina and Davis e-enable",Furniture,Furnishings,22.16,7.97
PD-1583,Hayden Inc repurpose,Technology,Accessories,17.73,8.27
PD-1584,Haynes-Davis orchestrate,Furniture,Furnishings,14.34,8.47
PD-1585,"Paul, Black and Walls benchmark",Furniture,Chairs,23.35,13.04
PD-1586,Fields-Fisher envisioneer,Office Supplies,Fasteners,21.6,10.57
PD-1587,Nelson LLC enhance,Furniture,Bookcases,11.27,3.71
PD-1588,Mcdonald-Castro generate,Furniture,Bookcases,5.97,1.29
PD-1589,Blake and Sons engage,Furniture,Bookcases,17.11,7.1
PD-1590,Kelley LLC empower,Technology,Phones,23.93,10.51
PD-1591,Skinner Group redefine,Office Supplies,Storage,9.09,5.32
PD-1592,"Brewer, Austin and Clements incentivize",Technology,Accessories,23.48,8.59
PD-1593,"Little, Greene and Garcia re-contextualize",Furniture,Chairs,11.86,3.31
PD-1594,Brown and Sons orchestrate,Office Supplies,Binders,18.69,3.74
PD-1595,Moore-Jones envisioneer,Office Supplies,Binders,12.53,7.2
PD-1596,Baldwin-Massey benchmark,Furniture,Bookcases,27.11,12.4
PD-1597,"Scott, Hayes and Smith re-contextualize",Office Supplies,Paper,23.56,12.33
PD-1598,Ruiz-Decker re-contextualize,Technology,Accessories,27.48,12.3
PD-1599,Fields-Petersen enable,Technology,Phones,3.87,1.72
PD-1600,Barron and Sons harness,Technology,Accessories,5.5,1.25
PD-1601,"May, Barnes and Carr scale",Technology,Accessories,15.09,4.48
PD-1602,"Bailey, White and Whitney implement",Office Supplies,Storage,3.77,1.13
PD-1603,"Gonzalez, Martinez and Jones iterate",Furniture,Chairs,21.34,12.06
PD-1604,"Burgess, Rivas and Barrett empower",Technology,Accessories,18.67,3.87
PD-1605,"Douglas, Bryant and Cannon empower",Furniture,Chairs,13.17,3.65
PD-1606,"Hickman, Gray and Costa unleash",Technology,Accessories,29.79,13.62
PD-1607,Reid and Sons deliver,Office Supplies,Fasteners,15.83,5.96
PD-1608,Jones Group matrix,Office Supplies,Envelopes,24.62,5.87
PD-1609,"Dean, Coffey and Waller synergize",Office Supplies,Fasteners,23.52,10.18
PD-1610,Frye-Powell visualize,Furniture,Chairs,23.68,5.72
PD-1611,Jones PLC redefine,Furniture,Bookcases,15.15,7.16
PD-1612,Green and Sons utilize,Technology,Accessories,29.61,15.17
PD-1613,Carr-Chase matrix,Office Supplies,Art,13.96,7.2
PD-1614,Hoffman PLC incentivize,Furniture,Bookcases,19.16,9.97
PD-1615,"Arroyo, Clark and Steele leverage",Office Supplies,Envelopes,27.8,10.6
PD-1616,Fields LLC streamline,Office Supplies,Paper,20.48,9.31
PD-1617,Davis LLC architect,Furniture,Furnishings,27.68,8.54
